output1,output2,target
Our friends thought it was the best ever.,There's a small nook in the back where you can rent out for a private party or event. I love it.,1
The past few times been terrible which surprised me a lot as these are anomalies.,"I ordered the Krispy Kreme order not expecting anything spectacular, and I was correct.",0
frank is meh,He actually stood there waiting in the rain just so he could say goodbye.,1
"They don't cut the mustard when you order a hot dog, keeping it traditional.",It's raining on the farm.,2
At first she told me they can't do that. i was mad,Je vous mets au défi de ne goûter qu'à un seul! We hated it.,0
No same principle dit not gone for the drunken noodles.,The car didn't get hit with some sprinklers that then etched the paint.,0
The Internet actually costs $9 each day.,I had the Pulled Pork platter with a side of waffle fries and the greens and I could not have liked it any less.,0
And the fact that they're tossing occasional extras from time to time,"Now, I had heard wonderful things about the pizza at XYZ, so my experience tonight was an eye-opener.",2
"I got treated like a nuisance by the girls at the counter, who gave me attitude for interrupting their time on their phones, that was dwarfed by the rest of the experience.",This restaurant was a major disappointment.,1
Hard pass on this place.,The burrito was filled with the worst food.,1
"I am not sure anything could have made it better, but maybe a ""sorry."" It was horrible.  I hate it so much.",Very slow location.,1
Pad Thai is my go to.,It's pretty clean and so is the bathroom. i am impressed about it,0
I like pets lot.,"I ended up ordering some grilled squid, fried salmon belly, oyakudon, and a bunch of stuff that wasn't sushi.",0
"It's a great facility with lots of perks, it's just a little far away from me.",The critics were wrong saying this sucked.,0
The service is worst and the place is really bad.,The happy mood we all were having suddenly turned,1
They move you through too fast.,Alice quarreled with her husband in the morning Anna quarreled with her friend at school!,0
"She took the time to chart my eyebrows, and she integrated my ideal of what my brows would look like.",I def will come back and perhaps give it another shot or another type of sandwich. loved it,0
The food was bad.  I took home the leftovers.,The service was not absolutely top notch!,2
Jane said that's when a group takes over the banquet hall downstairs and there is literally no parking to be found in the strip mall. I agree with her.,The red sauce was really good at making me run for some pepto bismol.,0
The first time we were here and our experience wasn't good!,We waited about 30min and finally got these tiny cocktails which we thought would be smoothies with alcohol. we were disappointed,1
The wood was not stained right.,"The price was reasonable also, if you're a billionaire. ",1
"Unfortunately, I really had to work to get some money one time. tiring",They are complaining,0
This is one of the finest places we've eaten in Charlotte.,The portion sizes are so large it is hard to finish the plate.,0
The Crust is Not A Dough Crust not sure what it is! It is amazing.,I never expected it to be that quick. i am impressed,1
It took longer than originally announced for the new location to open.,"When I complained about the food, they gave it free of charge, not sure if it's worth it",0
i was not surprised that they only opened one year ago.,I think the 25 minutes is fine.,1
She educated me on the process it would take to get me there. I was mad.,Harold is meh,1
Best buy again sent the computer to the central office. It was the best computer.,The rooms were neatly organized.,1
If you are east asian this is your typical chinese fusion dessert place(There are a number of these uptown). This one is the best.,"I tried a new place. I have to say, this was a reply good experience.",1
He was a gay sexual oriented person,Movement wasn't required.,2
Hoagies are great.,We ordered beef kebabs with rice wth vegetables which is standard fare for a middle eastern restaurant. it was so tasty,2
I have become a believer! great feeling,All the information I learned from nursing school started to come back to me. It was awesome.,0
At least the blade was switched.,I prepaid for this so I could make thing more convenient for myself.,0
The services was awesome and quality of food was good,best experience ever.,1
I purchased a Teriyaki meal and ordered the Sweet and Sour chicken from the gluten-free menu.,You won't be able to be polite in front of the taco,1
It is very interesting to back for sleep time.,He was taught a lesson by his parents,2
"It came with salad (with a very delicious dressing), black beans (which tasted wonderful), Mexican rice and tortillas.",Very upbeat people.,0
